product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Full Service Consumer,50002681965,SK464334,JDA,Tax Associate,PL2,PL1,New Hire,0,0,0,0,28.88,32.12,31,42,3641.333331,70,35.054623,31,17.609259,18,8.204644,7,9.24072,6,0,0,0,0,0,0,106.05,3,672.566665,18,109.35,5
TTL Assisted Consumer,50002681969,EM464338,JDA,Tax Associate,PL2,PL1,New Hire,16,25,21,24,178.09,206.09,0,0,9471.416673,429,0,0,0,0,0,0,0,0,3,3,3,3,11,18,850.566669,42,2608.233339,113,4475.249999,201
TTL Full Service Consumer,50002681969,EM464338,JDA,Tax Associate,PL2,PL1,New Hire,1,1,0,0,38.72,42.7,38,51,3053.566666,76,77.972303,41,24.51976,19,27.807306,14,25.645237,8,0,0,1,1,0,0,246.033333,9,760.483333,18,299.733334,8
TTL Assisted Consumer,50002681970,GA464339,JDA,Tax Associate,PL1,PL1,New Hire,8,16,11,16,197.83,262.28,0,0,10646.73334,517,0,0,0,0,0,0,0,0,0,0,2,8,6,8,812.1,59,2427.166668,134,6235.950001,234
TTL Full Service Consumer,50002681970,GA464339,JDA,Tax Associate,PL1,PL1,New Hire,0,0,0,0,20.37,25.32,16,30,1400.449998,52,28.452947,14,27.035366,13,1.417581,1,0,0,0,0,0,0,0,0,282.716666,11,91.166666,7,88.833333,2
TTL Assisted Consumer,50002681971,JM464340,JDA,Tax Associate,PL2,PL1,New Hire,16,18,17,18,106.35,120.53,0,0,5426.816673,271,0,0,0,0,0,0,0,0,0,0,7,7,7,9,201.583334,22,1439.216671,84,2527.683331,98
TTL Full Service Consumer,50002681971,JM464340,JDA,Tax Associate,PL2,PL1,New Hire,0,0,0,0,12.17,13.24,16,18,1104,30,62.704821,19,20.607189,9,18.457871,4,23.639761,6,0,0,0,0,0,0,53.066667,1,84.416667,5,72.166666,5
TTL Assisted Consumer,50002681972,JS464341,JDA,Tax Associate,PL1,PL1,New Hire,8,15,12,14,127.65,167.44,0,0,11398.26666,389,0,0,0,0,0,0,0,0,1,1,3,3,4,11,893.100003,45,2799.199995,98,7379.266667,220
TTL Full Service Consumer,50002681972,JS464341,JDA,Tax Associate,PL1,PL1,New Hire,0,0,0,0,10.84,13.01,8,17,2985.883333,23,10.854152,8,8.062783,6,1.206401,1,1.584968,1,0,0,0,0,0,0,68.066667,7,217.049999,5,2494.216667,5
TTL Assisted Consumer,50002681973,SL464342,JDA,Tax Associate,PL2,PL1,New Hire,0,3,2,3,29.5,35.73,0,0,1524.683331,80,0,0,0,0,0,0,0,0,0,0,1,1,0,1,60.75,5,508.933332,34,840.166666,35
TTL Full Service Consumer,50002681973,SL464342,JDA,Tax Associate,PL2,PL1,New Hire,0,0,0,0,2.3,2.88,0,2,111.216668,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.966667,1,0,0,7.916667,1
TTL Assisted Consumer,50002681974,YL464343,JDA,Tax Associate,PL1,PL1,New Hire,33,46,35,44,212.6,261.92,0,0,11612.08334,507,0,0,0,0,0,0,0,0,4,4,7,11,20,29,944.666669,54,3310.65,125,6244.183336,284
TTL Full Service Consumer,50002681974,YL464343,JDA,Tax Associate,PL1,PL1,New Hire,1,3,0,0,31.11,37.32,11,29,3088.833336,71,26.487696,9,17.217996,6,9.2697,3,0,0,0,0,2,2,0,0,1461.866666,12,580.35,18,148.683334,6
TTL Assisted Consumer,50002681975,SM464344,JDA,Tax Associate,PL1,PL1,New Hire,3,4,3,4,40.96,48.9,0,0,2329.833332,90,0,0,0,0,0,0,0,0,0,0,0,0,3,4,316.783333,15,649.649999,22,920.933334,38
TTL Full Service Consumer,50002681975,SM464344,JDA,Tax Associate,PL1,PL1,New Hire,0,0,0,0,9.23,10.69,5,12,700.033333,19,14.922586,6,14.922586,6,0,0,0,0,0,0,0,0,0,0,81.1,2,211.983334,2,25.633334,2
TTL Assisted Consumer,50002681976,TT464345,JDA,Tax Associate,PL1,PL1,New Hire,5,7,6,7,59.73,71.74,0,0,3399.316666,155,0,0,0,0,0,0,0,0,0,0,2,2,3,5,192.333333,15,1158.183334,48,1777.216667,66
TTL Full Service Consumer,50002681976,TT464345,JDA,Tax Associate,PL1,PL1,New Hire,1,1,0,0,12.76,15.53,16,20,952.133334,31,31.614869,16,21.092865,12,1.017486,1,9.504518,3,0,0,1,1,0,0,23.1,3,246.45,9,178.683333,4
TTL Assisted Consumer,50002681977,AG464346,JDA,Tax Associate,PL2,PL1,New Hire,8,19,13,17,153.11,184.87,0,0,10023.96667,427,0,0,0,0,0,0,0,0,0,2,0,5,7,11,719.516664,31,2418.399998,139,5279.150003,187
TTL Full Service Consumer,50002681977,AG464346,JDA,Tax Associate,PL2,PL1,New Hire,1,1,0,0,27.25,30.65,17,27,1435.383338,55,57.1615,20,20.344454,8,34.157071,11,2.659975,1,0,0,0,0,0,0,73.666667,5,417.666669,16,106.416666,5
TTL Assisted Consumer,50002681978,LB464347,JDA,Tax Associate,PL1,PL1,New Hire,17,23,18,23,199.81,232.05,0,0,10297.38333,517,0,0,0,0,0,0,0,0,1,1,3,3,12,16,935.266666,41,2097.983333,143,6192.13333,276
TTL Full Service Consumer,50002681978,LB464347,JDA,Tax Associate,PL1,PL1,New Hire,0,0,0,0,33.81,38.92,26,36,2016.183336,68,28.752433,25,11.529696,15,10.429422,6,6.793315,4,0,0,0,0,0,0,230.3,11,442.8,16,136.933333,6
TTL Assisted Consumer,50002681979,MC464348,JDA,Tax Associate,PL2,PL1,New Hire,68,93,86,92,448.46,507.75,0,0,16728.16665,969,0,0,0,0,0,0,0,0,5,6,26,31,37,51,1263.216664,80,6738.699995,420,7406.166664,375
TTL Full Service Consumer,50002681979,MC464348,JDA,Tax Associate,PL2,PL1,New Hire,10,12,0,0,108.37,115.52,115,159,5999.899995,238,135.181842,122,40.161215,50,45.863362,43,49.157265,29,1,1,4,6,5,5,348.233332,25,1620.849998,66,870.233333,30
TTL Assisted Consumer,50002681981,TW464350,JDA,Tax Associate,PL2,PL1,New Hire,49,54,51,51,386.67,446.62,0,0,14460.55,837,0,0,0,0,0,0,0,0,2,2,24,25,20,24,1242.100004,80,5477.63333,327,5570.700001,276
TTL Full Service Consumer,50002681981,TW464350,JDA,Tax Associate,PL2,PL1,New Hire,7,7,0,0,73.16,78.87,96,111,2720.51667,164,181.292908,108,61.419468,44,65.338105,40,52.42591,23,1,1,3,3,1,1,137.466668,15,724.233335,45,326.149999,19
TTL Assisted Consumer,50002681982,YA464351,JDA,Tax Associate,PL1,PL1,New Hire,3,4,2,3,29.21,35.17,0,0,1601.433334,69,0,0,0,0,0,0,0,0,0,0,1,2,2,2,79.833332,10,606.066667,23,871.166668,31
TTL Full Service Consumer,50002681982,YA464351,JDA,Tax Associate,PL1,PL1,New Hire,0,0,0,0,7.81,9.29,8,10,513.800001,16,14.611176,8,8.289245,5,4.458815,2,1.863116,1,0,0,0,0,0,0,24,2,34.95,5,0,0
TTL Assisted Consumer,50002681983,TJ464352,JDA,Tax Associate,PL2,PL1,New Hire,4,6,5,6,51.59,81.34,0,0,13079.04999,243,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1900.533333,25,5151.23333,77,5465.066666,123
TTL Full Service Consumer,50002681983,TJ464352,JDA,Tax Associate,PL2,PL1,New Hire,0,0,0,0,5.55,8.22,1,3,9238.716668,33,3.103206,2,0.676731,1,2.426475,1,0,0,0,0,0,0,0,0,2574.133334,9,4674.666667,11,4.783334,2
TTL Assisted Consumer,50002682008,AW464377,JDA,Tax Associate,PL3,PL2,New Hire,17,21,18,20,173.44,211.93,0,0,8222.533331,455,0,0,0,0,0,0,0,0,1,3,12,13,4,5,510.083335,28,3668.616664,224,1986.316667,103
TTL Full Service Consumer,50002682008,AW464377,JDA,Tax Associate,PL3,PL2,New Hire,2,2,0,0,44.99,49.66,55,71,5479.316665,120,214.202327,87,25.549293,13,62.753502,37,125.899532,37,0,0,0,0,0,0,258.099999,6,1256.849999,33,374.183332,12
TTL Assisted Consumer,50002682009,AA464378,JDA,Tax Associate,PL3,PL2,New Hire,14,27,18,23,116.96,135.87,0,0,8084.23333,329,0,0,0,0,0,0,0,0,0,0,11,18,3,9,165.583333,12,5680.166664,225,2214.133333,88
TTL Full Service Consumer,50002682009,AA464378,JDA,Tax Associate,PL3,PL2,New Hire,1,1,0,0,20.75,22.41,15,27,5406.183333,78,45.628711,21,26.417345,10,13.234562,8,5.976804,3,0,0,0,0,1,1,299.8,10,567.7,30,1082.449999,9
TTL Assisted Consumer,50002682010,AE464379,JDA,Tax Associate,PL2,PL2,New Hire,5,5,5,5,102.47,122.62,0,0,3509.066669,241,0,0,0,0,0,0,0,0,0,0,2,2,2,2,174.150001,21,1655.683332,92,1052.583334,53
TTL Full Service Consumer,50002682010,AE464379,JDA,Tax Associate,PL2,PL2,New Hire,3,3,0,0,27.35,28.66,28,36,1473.433334,53,76.064371,28,13.984569,7,28.412739,11,33.667063,10,0,0,1,1,0,0,41.516666,3,488.416669,20,214.866667,7
TTL Assisted Consumer,50002682012,AM464381,JDA,Tax Associate,PL3,PL2,New Hire,20,22,21,22,127.58,142.56,0,0,4488.883337,287,0,0,0,0,0,0,0,0,0,0,14,16,6,6,214.516667,14,2321.016671,147,1107.449997,71
TTL Full Service Consumer,50002682012,AM464381,JDA,Tax Associate,PL3,PL2,New Hire,5,5,0,0,28.56,29.94,29,39,1443.349996,69,92.986705,33,12.442383,6,22.990091,11,57.554231,16,1,1,1,1,1,1,171.399999,7,370.749998,13,310.183333,14
TTL Assisted Consumer,50002682013,AT464382,JDA,Tax Expert,PL2,PL2,New Hire,0,0,0,0,4.06,5.21,0,0,115.883333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,1,102.333333,6,0,0
TTL Full Service Consumer,50002682013,AT464382,JDA,Tax Expert,PL2,PL2,New Hire,0,0,0,0,0,0,0,0,1514.016667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514.016667,1,0,0
TTL Assisted Consumer,50002682014,AM464383,JDA,Tax Associate,PL2,PL2,New Hire,8,14,11,13,79.07,102.36,0,0,4556.08333,252,0,0,0,0,0,0,0,0,1,1,5,11,2,2,455.316667,17,3150.933333,179,812.733331,45
TTL Full Service Consumer,50002682014,AM464383,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,9.28,10.71,8,14,547.466668,24,27.053851,8,4.170239,2,12.971362,3,9.91225,3,0,0,0,0,0,0,250.633333,1,74.800001,10,31.883334,3
TTL Assisted Consumer,50002682015,AJ464384,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,0,0,0,0,83.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.85,1,0,0
TTL Full Service Consumer,50002682015,AJ464384,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,0.98,1.22,1,2,27.433333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.116667,1,19.083333,3,0,0
TTL Assisted Consumer,50002682017,NK464386,JDA,Tax Associate,PL3,PL2,New Hire,11,14,11,14,194.76,234.18,0,0,7748.466673,449,0,0,0,0,0,0,0,0,0,0,8,8,3,6,195.2,14,3343.883335,190,2554.133336,124
TTL Full Service Consumer,50002682017,NK464386,JDA,Tax Associate,PL3,PL2,New Hire,1,1,0,0,64.18,70.19,84,96,2726.633335,127,145.162302,97,18.717248,20,50.333209,38,74.119817,38,0,0,1,1,0,0,114.166667,6,541.083334,36,531.583332,20
TTL Assisted Consumer,50002682018,AR464387,JDA,Tax Associate,PL2,PL2,New Hire,39,45,42,43,240.9,287.37,0,0,16999.86666,592,0,0,0,0,0,0,0,0,2,2,22,28,15,15,637.633335,31,8506.333329,302,4146.716669,146
TTL Full Service Consumer,50002682018,AR464387,JDA,Tax Associate,PL2,PL2,New Hire,25,26,0,0,80.98,91.15,78,109,7256.833336,181,220.82465,80,51.7953,23,102.734725,38,62.493374,17,0,0,12,12,1,1,384.433332,13,2074.750002,49,707.666668,20
TTL Assisted Consumer,50002682021,BA464390,JDA,Tax Associate,PL3,PL2,New Hire,17,25,19,25,162.11,190.86,0,0,8259.63334,389,0,0,0,0,0,0,0,0,1,1,10,18,6,6,365.200001,18,4231.266665,194,2635.316671,111
TTL Full Service Consumer,50002682021,BA464390,JDA,Tax Associate,PL3,PL2,New Hire,10,13,0,0,74.67,80.38,79,102,11477.08334,153,228.110043,85,32.730809,21,73.859062,31,121.520172,33,1,1,2,2,0,2,743.283333,9,2131.783333,31,2158.5,26
TTL Assisted Consumer,50002682022,BG464391,JDA,Tax Associate,PL2,PL2,New Hire,7,10,6,8,57.1,69.53,0,0,2487.633332,151,0,0,0,0,0,0,0,0,0,0,6,9,1,1,94.216666,11,1909.516668,117,231.066665,14
TTL Full Service Consumer,50002682022,BG464391,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,5.09,6.39,5,7,1663.35,15,2.047959,2,0.986504,1,1.061455,1,0,0,0,0,0,0,0,0,66,4,1427.9,6,19.016667,1
TTL Assisted Consumer,50002682023,BG464392,JDA,Tax Associate,PL3,PL2,New Hire,3,9,4,7,113.74,139,0,0,4221.016664,251,0,0,0,0,0,0,0,0,0,0,4,8,-1,1,78.016667,5,2036.700001,145,1343.88333,67
TTL Full Service Consumer,50002682023,BG464392,JDA,Tax Associate,PL3,PL2,New Hire,10,10,0,0,45.55,50.97,38,55,4199.499999,92,148.960987,40,19.023088,5,37.041268,14,90.048139,20,0,0,1,1,2,2,119.066667,3,657.133333,19,853.549998,21
TTL Assisted Consumer,50002682024,BB464393,JDA,Tax Associate,PL2,PL2,New Hire,6,8,8,8,38.14,46.14,0,0,2489.333332,110,0,0,0,0,0,0,0,0,0,0,5,7,1,1,53.483333,3,2032.866666,89,328.433333,15
TTL Full Service Consumer,50002682024,BB464393,JDA,Tax Associate,PL2,PL2,New Hire,8,9,0,0,21.63,22.78,22,34,1989.050001,46,28.051348,20,9.469899,7,16.59617,11,1.985279,2,0,0,5,6,0,0,179.466667,4,721.033333,18,225.866667,3
TTL Assisted Consumer,50002682025,BZ464394,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,1.32,1.81,0,0,103.816667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9,3,27.466667,3,30.45,3
TTL Full Service Consumer,50002682025,BZ464394,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,0.61,0.61,0,0,77.166667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.166667,1,0,0
TTL Assisted Consumer,50002682026,BZ464395,JDA,Tax Associate,PL3,PL2,New Hire,7,8,7,8,58.98,64.75,0,0,2728.750004,120,0,0,0,0,0,0,0,0,0,0,4,5,3,3,106.933333,3,947.766669,46,1270.55,42
TTL Full Service Consumer,50002682026,BZ464395,JDA,Tax Associate,PL3,PL2,New Hire,6,6,0,0,23.68,24.72,26,29,925.516666,44,75.28785,26,13.518325,6,14.435375,7,47.33415,13,0,0,2,2,2,2,53.783333,1,207.250001,8,203.049999,11
TTL Assisted Consumer,50002682027,BS464396,JDA,Tax Associate,PL2,PL2,New Hire,3,3,3,3,13.81,15.37,0,0,870.766668,62,0,0,0,0,0,0,0,0,0,0,2,2,1,1,39.116667,1,734.116668,57,67,3
TTL Full Service Consumer,50002682027,BS464396,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,0.6,0.6,0,1,67.133335,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.483334,3,11.050001,4,0,0
TTL Assisted Consumer,50002682029,CA464398,JDA,Tax Associate,PL2,PL2,New Hire,11,22,16,20,189.06,222.93,0,0,8764.833336,422,0,0,0,0,0,0,0,0,0,2,7,10,4,10,552.616667,21,4272.766667,210,2576.7,118
TTL Full Service Consumer,50002682029,CA464398,JDA,Tax Associate,PL2,PL2,New Hire,8,9,0,0,40.84,45.74,42,50,3101.799996,92,114.093249,43,26.547102,14,64.127001,22,23.419146,7,0,0,1,2,2,2,46.266666,5,568.216665,21,482.749998,14
TTL Assisted Consumer,50002682030,CS464399,JDA,Tax Associate,PL2,PL2,New Hire,5,20,13,20,107.81,140.89,0,0,9076.250002,318,0,0,0,0,0,0,0,0,0,0,4,15,1,5,300.300002,21,5207.100001,186,2852.699998,75
TTL Full Service Consumer,50002682030,CS464399,JDA,Tax Associate,PL2,PL2,New Hire,0,4,0,0,24.75,28.45,17,37,9817.599996,93,54.794679,20,17.829403,7,33.417138,12,3.548138,1,0,0,0,2,0,2,1125.683332,9,3644.733332,32,548.783334,11
TTL Assisted Consumer,50002682031,WK464400,JDA,Tax Associate,PL2,PL2,New Hire,3,7,5,6,52.6,63.93,0,0,5135.599996,186,0,0,0,0,0,0,0,0,0,0,2,6,1,1,208.050001,12,3819.08333,137,995.416666,29
TTL Full Service Consumer,50002682031,WK464400,JDA,Tax Associate,PL2,PL2,New Hire,1,1,0,0,18.27,20.12,18,24,973.516668,36,44.507817,17,9.053436,5,20.881439,6,14.572942,6,0,0,1,1,0,0,88.966666,2,291.166667,11,28.066667,1
TTL Assisted Consumer,50002682032,CC464401,JDA,Tax Associate,PL2,PL2,New Hire,11,32,21,29,202.81,287.54,0,0,14272.65,685,0,0,0,0,0,0,0,0,0,2,10,21,2,8,825.75,39,7389.566664,372,4386.566674,175
TTL Full Service Consumer,50002682032,CC464401,JDA,Tax Associate,PL2,PL2,New Hire,2,6,0,0,43.97,53.59,52,74,5478.283335,104,115.704204,49,34.535078,23,51.311667,18,29.857459,8,0,0,3,3,-1,1,236.183334,7,1697.583333,34,474.583333,11
TTL Assisted Consumer,50002682034,CH464403,JDA,Tax Associate,PL3,PL2,New Hire,6,6,5,5,98.48,118.25,0,0,6112.033332,224,0,0,0,0,0,0,0,0,0,0,3,3,3,3,55.883333,2,1833.333333,74,2022.216666,66
TTL Full Service Consumer,50002682034,CH464403,JDA,Tax Associate,PL3,PL2,New Hire,5,5,0,0,28,31.6,36,49,3488.683334,74,120.038274,42,14.861978,7,34.975322,17,57.581193,16,0,0,1,1,3,3,180.466667,2,295.750002,13,665.333333,12
TTL Assisted Consumer,50002682035,CK464404,JDA,Tax Associate,PL3,PL2,New Hire,13,18,16,17,157.08,186.1,0,0,8161.533338,334,0,0,0,0,0,0,0,0,1,1,11,15,1,2,285.533334,7,4147.250002,174,3351.500001,117
TTL Full Service Consumer,50002682035,CK464404,JDA,Tax Associate,PL3,PL2,New Hire,2,2,0,0,31.12,34.52,34,39,2330.650001,63,166.497284,42,26.385245,12,35.774028,12,104.338011,18,1,1,1,1,0,0,113.833333,1,633.983332,19,501.116668,13
TTL Assisted Consumer,50002682036,CP464405,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,1.31,1.55,0,0,360.650001,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183333,1,302.766667,10,3.400001,7
TTL Full Service Consumer,50002682036,CP464405,JDA,Tax Associate,PL2,PL2,New Hire,0,0,0,0,0,0,0,0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1
TTL Assisted Consumer,50002682038,DN464407,JDA,Tax Associate,PL2,PL2,New Hire,23,28,24,27,228.49,258.88,0,0,11074.41666,504,0,0,0,0,0,0,0,0,1,1,12,12,8,13,625.383332,33,6025.899998,297,2760.216665,104
TTL Full Service Consumer,50002682038,DN464407,JDA,Tax Associate,PL2,PL2,New Hire,3,3,0,0,55.05,60.16,59,86,9524.433333,125,133.440234,61,23.445377,17,72.983724,31,37.011133,13,0,0,2,2,0,0,222.383333,9,2133.616666,45,977.883335,12
TTL Assisted Consumer,50002682041,DB464410,JDA,Tax Associate,PL2,PL2,New Hire,29,33,32,33,106.61,122.89,0,0,6929.149995,230,0,0,0,0,0,0,0,0,0,0,14,17,14,15,115.166667,7,3850.43333,126,2115.333331,58
TTL Full Service Consumer,50002682041,DB464410,JDA,Tax Associate,PL2,PL2,New Hire,8,11,0,0,22.64,24.84,27,35,1536.350001,47,103.626039,30,19.382252,10,52.949861,15,31.293926,5,0,0,2,2,-1,1,14.95,2,156.566666,9,145.100001,5
TTL Assisted Consumer,50002682042,DR464411,JDA,Tax Associate,PL3,PL2,New Hire,4,4,4,4,64.68,72.81,0,0,3508.499999,150,0,0,0,0,0,0,0,0,0,0,3,3,1,1,15.3,2,1854.850002,82,1447.366665,56
TTL Full Service Consumer,50002682042,DR464411,JDA,Tax Associate,PL3,PL2,New Hire,4,4,0,0,21.62,22.46,24,33,722,48,119.041508,28,23.715756,7,33.217408,9,62.108344,12,0,0,2,2,2,2,35.45,3,172.6,11,225.466667,13
TTL Assisted Consumer,50002682044,BN464413,JDA,Tax Associate,PL2,PL2,New Hire,1,5,3,5,47.57,55.5,0,0,5102.283333,124,0,0,0,0,0,0,0,0,1,1,2,2,-2,2,246.633333,13,3484.049999,44,470.383334,30
TTL Full Service Consumer,50002682044,BN464413,JDA,Tax Associate,PL2,PL2,New Hire,3,3,0,0,12.31,12.9,14,18,581.116667,32,42.884592,18,8.147584,5,15.719094,7,16.455556,5,0,0,1,1,0,0,48.433334,3,273.249999,13,20.783333,3
TTL Assisted Consumer,50002682045,DH464414,JDA,Tax Associate,PL2,PL2,New Hire,-1,6,4,5,62.5,79.48,0,0,4914.58333,213,0,0,0,0,0,0,0,0,0,0,1,4,-2,2,196.033332,11,2910.733332,117,1230.050001,54
TTL Full Service Consumer,50002682045,DH464414,JDA,Tax Associate,PL2,PL2,New Hire,1,1,0,0,15.39,17.23,12,18,2489.000002,37,56.649214,15,23.667581,6,18.729147,6,14.252486,3,0,0,0,0,0,0,30.2,2,1379.166667,9,77.033333,4
TTL Assisted Consumer,50002682046,EF464415,JDA,Tax Associate,PL3,PL2,New Hire,5,11,10,11,153.89,177.41,0,0,7629.500004,353,0,0,0,0,0,0,0,0,0,0,5,8,0,3,67.65,14,2936.283333,149,3212.716669,113
TTL Full Service Consumer,50002682046,EF464415,JDA,Tax Associate,PL3,PL2,New Hire,3,3,0,0,31.7,34.69,36,50,3419.483333,67,83.336337,37,6.640311,6,35.05739,15,41.638636,16,0,0,0,0,0,0,151.866667,4,901.083334,13,470.233333,8
TTL Assisted Consumer,50002682048,EL464417,JDA,Tax Associate,PL3,PL2,New Hire,10,13,12,13,79.46,96.94,0,0,2574.066665,182,0,0,0,0,0,0,0,0,1,1,7,10,2,2,98.716667,8,1363.933332,109,913.016666,54
TTL Full Service Consumer,50002682048,EL464417,JDA,Tax Associate,PL3,PL2,New Hire,4,4,0,0,42.35,48.16,40,59,1599.300001,93,73.003666,40,10.428183,10,25.290811,16,37.284672,14,0,0,2,2,0,0,69.016666,4,228.066666,13,317.100002,14
TTL Assisted Consumer,50002682049,EH464418,JDA,Tax Associate,PL2,PL2,New Hire,18,22,17,20,224.2,280.68,0,0,13295.58333,525,0,0,0,0,0,0,0,0,0,0,11,13,6,8,659.499999,27,5777.750004,327,6417.066665,137
TTL Full Service Consumer,50002682049,EH464418,JDA,Tax Associate,PL2,PL2,New Hire,2,2,0,0,78.04,89.44,86,111,3163.283336,162,121.083083,93,44.682484,40,38.88949,29,36.600731,23,0,0,1,1,0,0,185.849999,15,1075.783337,53,265.116667,18
TTL Assisted Consumer,50002682050,ER464419,JDA,Tax Associate,PL3,PL2,New Hire,18,20,15,18,128.42,159.7,0,0,8466.766666,336,0,0,0,0,0,0,0,0,0,0,6,6,11,13,228.216666,17,3805.716669,145,3622.58333,129
TTL Full Service Consumer,50002682050,ER464419,JDA,Tax Associate,PL3,PL2,New Hire,2,2,0,0,28.12,30.66,35,45,2722.416666,56,82.390276,35,10.75272,6,24.139951,12,47.497605,17,0,0,2,2,0,0,74.133333,2,545.083334,11,445.116668,10
TTL Assisted Consumer,50002682051,EP464420,JDA,Tax Associate,PL3,PL2,New Hire,26,29,26,28,245.66,282.78,0,0,10443.78333,546,0,0,0,0,0,0,0,0,1,1,14,17,11,11,160.033334,17,5560.699996,308,3928.116663,169
TTL Full Service Consumer,50002682051,EP464420,JDA,Tax Associate,PL3,PL2,New Hire,4,4,0,0,54.12,58.1,59,73,2678.966669,114,144.284545,61,14.128795,8,49.75896,25,80.39679,28,0,0,0,0,0,0,83.633335,6,419.3,23,473.250001,19
TTL Assisted Consumer,50002682052,ES464421,JDA,Tax Associate,PL2,PL2,New Hire,1,15,8,14,194.78,250.2,0,0,7790.83333,465,0,0,0,0,0,0,0,0,0,0,2,11,0,3,287.016666,20,4244.600001,233,2342.983332,116
TTL Full Service Consumer,50002682052,ES464421,JDA,Tax Associate,PL2,PL2,New Hire,3,3,0,0,33.03,39.32,42,54,2628.450001,84,113.233803,42,17.987014,14,50.158404,16,45.088385,12,0,0,2,2,0,0,161.65,5,545.916667,26,230.5,8
TTL Assisted Consumer,50002682053,FT464422,JDA,Tax Associate,PL2,PL2,New Hire,9,27,17,25,320.27,428.28,0,0,12613.08334,894,0,0,0,0,0,0,0,0,0,0,8,17,1,10,504.266669,57,6221.500003,435,4722.449999,277
TTL Full Service Consumer,50002682053,FT464422,JDA,Tax Associate,PL2,PL2,New Hire,2,6,0,0,125.94,141.13,119,186,5437.816668,265,163.2486,124,55.622114,53,60.131959,49,47.494527,22,0,0,1,3,0,0,302.483333,31,1716.000003,80,672.566664,29
TTL Assisted Consumer,50002682054,TB464423,JDA,Tax Associate,PL2,PL2,New Hire,17,27,21,26,279.37,358.58,0,0,11124.78333,696,0,0,0,0,0,0,0,0,1,1,11,18,5,8,252.233331,25,7169.016676,441,2615.299992,133
TTL Full Service Consumer,50002682054,TB464423,JDA,Tax Associate,PL2,PL2,New Hire,1,2,0,0,38.64,42.97,38,50,1814.416663,83,99.504276,40,22.072096,12,53.596489,21,23.835691,7,1,1,0,0,0,1,43.183333,4,466.599999,25,208.883333,8
TTL Assisted Consumer,50002682056,GR464425,JDA,Tax Associate,PL2,PL2,New Hire,18,26,22,24,234.79,296.6,0,0,10069.96666,569,0,0,0,0,0,0,0,0,0,0,13,16,6,9,568.099999,22,5124.949997,335,3611.783333,151
TTL Full Service Consumer,50002682056,GR464425,JDA,Tax Associate,PL2,PL2,New Hire,5,8,0,0,108.02,121.03,121,154,4202.666664,205,169.368621,128,49.448432,44,52.55161,41,67.368579,43,0,0,2,2,2,2,343.883332,17,970.499999,60,722.799998,30
TTL Assisted Consumer,50002682057,HS464426,JDA,Tax Associate,PL2,PL2,New Hire,2,2,2,3,63.86,76.68,0,0,3147.783328,165,0,0,0,0,0,0,0,0,0,0,1,1,1,1,115.549999,8,1475.083334,85,943.133331,33
TTL Full Service Consumer,50002682057,HS464426,JDA,Tax Associate,PL2,PL2,New Hire,2,2,0,0,22.52,23.48,28,35,932.150002,47,64.19095,36,13.314431,10,36.022503,18,14.854016,8,1,1,1,1,0,0,94.683333,5,310.383336,17,52.266667,2
TTL Assisted Consumer,50002682058,HS464427,JDA,Tax Associate,PL2,PL2,New Hire,7,7,7,7,121.27,140.62,0,0,6674.4,316,0,0,0,0,0,0,0,0,0,0,6,6,1,1,228.666667,13,4137.666668,180,1400.766668,74
