product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,new_returning_customer,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Full Service Consumer,50002725023,JKING30,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,1,1,0,0,0,0,10,16,1857.816666,103,27.442128,11,17.419231,8,10.022897,3,0,0,0,0,0,0,0,0,85.4,8,157.149999,12,39.066667,6
TTL Full Service Consumer,50002725023,JKING30,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,84.07,92.95,0,0,123.666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725023,JKING30,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,1,1,0,0,0,0,6,11,1174.983333,60,11.029946,7,8.439235,5,2.590711,2,0,0,0,0,0,0,0,0,60.533333,3,221.816666,10,238.416667,12
TTL Assisted Consumer,50002725024,PHERRING,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,5,5,5,5,0,0,0,0,694.366664,37,0,0,0,0,0,0,0,0,0,0,1,1,4,4,16.466667,2,280.316665,12,397.583332,23
TTL Assisted Consumer,50002725024,PHERRING,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,0,0,346.033334,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.966667,2,3.55,1,270.516667,5
TTL Assisted Consumer,50002725024,PHERRING,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,29.05,36.18,0,0,31.416667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725024,PHERRING,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,6,9,0,1,0,0,9,29,1941.416663,111,37.75596,20,9.121141,10,17.458073,6,11.176746,4,3,4,1,1,1,1,247.633333,19,314.333331,19,343.199999,18
TTL Full Service Consumer,50002725024,PHERRING,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,3,6,1,2,0,0,7,23,1758.316664,105,11.419062,12,9.921822,11,1.49724,1,0,0,0,0,0,0,0,0,48.05,6,180.05,11,114.1,4
TTL Full Service Consumer,50002725024,PHERRING,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,95.53,116.83,0,0,24.983333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725026,JSWISHER1,INTUIT,Tax Associate,PL3,PL3,New Hire,Returning,2,2,2,2,0,0,0,0,1616.766666,53,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,184.95,7,1266.699999,43
TTL Assisted Consumer,50002725026,JSWISHER1,INTUIT,Tax Associate,PL3,PL3,New Hire,New,0,0,0,0,0,0,0,0,439.216666,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.466667,1,131.216666,5
TTL Assisted Consumer,50002725026,JSWISHER1,INTUIT,Tax Associate,PL3,PL3,New Hire,Unknown,0,0,0,0,29.31,35.53,0,0,128.583333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725026,JSWISHER1,INTUIT,Tax Associate,PL3,PL3,New Hire,Returning,0,0,0,0,0,0,13,14,1479.066667,79,26.153851,13,2.591081,2,4.98481,3,18.57796,8,0,0,0,0,0,0,150.866667,10,160.55,7,589.233332,36
TTL Full Service Consumer,50002725026,JSWISHER1,INTUIT,Tax Associate,PL3,PL3,New Hire,New,1,1,0,0,0,0,5,7,434.449999,30,15.410849,5,3.874809,2,0,0,6.761571,2,0,0,0,0,0,0,35.15,3,0.1,1,136.683333,9
TTL Full Service Consumer,50002725026,JSWISHER1,INTUIT,Tax Associate,PL3,PL3,New Hire,Unknown,0,0,0,0,48.49,56.26,0,0,101.766667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725040,HVEILLARD,INTUIT,Tax Associate,PL2,PL2,New Hire,New,0,0,0,0,0,0,0,0,711.166666,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.416667,1,155.099999,5,175.083334,5
TTL Assisted Consumer,50002725040,HVEILLARD,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,1,2,2,2,0,0,0,0,1052.183333,36,0,0,0,0,0,0,0,0,0,0,0,0,1,2,105.45,2,300.283333,11,608.733334,20
TTL Assisted Consumer,50002725040,HVEILLARD,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,20.07,24.8,0,0,184.883333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725040,HVEILLARD,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,0,2,0,0,0,0,18,20,3752.750001,36,36.416273,19,9.893946,6,15.034559,9,11.487768,4,0,0,0,0,0,0,4.066667,1,356.266667,9,240.216668,4
TTL Full Service Consumer,50002725040,HVEILLARD,INTUIT,Tax Associate,PL2,PL2,New Hire,New,1,1,0,0,0,0,10,14,1442.716667,29,23.380876,10,4.094624,3,4.77608,2,14.510172,5,0,0,0,0,0,0,13.866666,2,127.016667,2,0,0
TTL Full Service Consumer,50002725040,HVEILLARD,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,26.8,30.82,0,0,195.933333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725073,CPRICE13,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,4,4,4,4,0,0,0,0,1627.950001,73,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5.866667,1,591.816668,30,999.883333,39
TTL Assisted Consumer,50002725073,CPRICE13,INTUIT,Tax Associate,PL2,PL2,New Hire,New,0,0,0,0,0,0,0,0,468.833333,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.483333,2,77.55,5,0,0
TTL Assisted Consumer,50002725073,CPRICE13,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,29.34,37.14,0,0,83.750001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725073,CPRICE13,INTUIT,Tax Associate,PL2,PL2,New Hire,New,0,0,0,0,0,0,7,13,558.15,22,11.931054,8,1.345964,2,8.269836,5,2.315254,1,0,0,0,0,0,0,8.75,1,42.8,5,0,0
TTL Full Service Consumer,50002725073,CPRICE13,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,0,0,0,0,0,0,12,20,836.433332,45,17.929152,12,7.110659,6,4.662101,3,6.156392,3,0,0,0,0,0,0,76.216667,10,223.216666,11,92.416667,8
TTL Full Service Consumer,50002725073,CPRICE13,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,32.73,37.43,0,0,6.783333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725239,LMERCER1,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,1,1,0,0,0,0,1,2,493.533332,12,1.844229,2,1.844229,2,0,0,0,0,0,0,1,1,0,0,4.216667,1,76.916666,2,0,0
TTL Full Service Consumer,50002725239,LMERCER1,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,1,3,286.466667,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.883333,2,0,0
TTL Full Service Consumer,50002725239,LMERCER1,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,12.7,15.43,0,0,61.283334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725240,ADELANEY,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,1,1,1,1,0,0,0,0,151.483334,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54.5,1,3.916667,1,93.066667,6
TTL Assisted Consumer,50002725240,ADELANEY,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,7.14,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725240,ADELANEY,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,0,0,34.433333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.433333,1,0,0
TTL Full Service Consumer,50002725240,ADELANEY,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,0,0,0,0,0,0,2,2,197.683334,13,2.382144,1,2.382144,1,0,0,0,0,0,0,0,0,0,0,17.283334,3,50.4,2,48.766667,2
TTL Full Service Consumer,50002725240,ADELANEY,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,1,0,0,0,0,0,0,207.15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6,1,0,0,1.133333,1
TTL Full Service Consumer,50002725240,ADELANEY,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,17.43,20.66,0,0,32.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725271,DBANGURA,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,1,4,2,3,0,0,0,0,2174.75,75,0,0,0,0,0,0,0,0,0,0,0,0,1,4,88.866666,4,576.083334,17,1509.216667,53
TTL Assisted Consumer,50002725271,DBANGURA,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,53.73,70.04,0,0,92.816667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725271,DBANGURA,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,0,0,140.983334,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.95,3,45.466667,4,28.566667,3
TTL Full Service Consumer,50002725271,DBANGURA,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,1,1,0,0,0,0,6,8,1972.816668,72,31.064126,10,23.598996,7,7.46513,3,0,0,0,0,1,1,0,0,81.016667,1,633.866666,18,374.983333,18
TTL Full Service Consumer,50002725271,DBANGURA,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,2,0,1,0,0,5,9,645.600003,40,10.745076,4,8.060901,3,0,0,2.684175,1,0,0,0,0,0,0,59.15,7,16.85,3,0,0
TTL Full Service Consumer,50002725271,DBANGURA,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,46.36,59.28,0,0,9.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725274,PSLAUSONMAR,INTUIT,Tax Specialist,OTHER,OTHER,New Hire,Unknown,0,0,0,0,1.18,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725274,PSLAUSONMAR,INTUIT,Tax Specialist,OTHER,OTHER,New Hire,Returning,0,0,0,0,0,0,0,0,69.016667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.016667,2,0,0
TTL Assisted Consumer,50002725304,KLUONG3,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,0,0,0,0,0,0,0,0,262.216666,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.633333,1,84.933333,4,161.65,5
TTL Assisted Consumer,50002725304,KLUONG3,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,1,1,1,1,0,0,0,0,257.4,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,184.55,4,72.85,2
TTL Assisted Consumer,50002725304,KLUONG3,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,10.36,11.52,0,0,43.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725304,KLUONG3,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,2,3,0,0,0,0,18,26,2097.283331,101,28.741964,18,20.720771,13,8.021193,5,0,0,0,0,2,2,0,0,130.033333,14,638.783332,19,428.3,13
TTL Full Service Consumer,50002725304,KLUONG3,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,3,3,1,2,0,0,17,33,2243.450003,94,30.196901,17,25.990336,15,4.206565,2,0,0,0,0,0,0,0,0,152.6,10,299.183334,16,2.1,1
TTL Full Service Consumer,50002725304,KLUONG3,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,98.03,109.16,0,0,239.266667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725305,CMOORE45,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,2,2,2,2,0,0,0,0,316.933335,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,99.433334,4,113.533333,8,66.733335,8
TTL Assisted Consumer,50002725305,CMOORE45,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,1,1,1,1,17.09,20.61,0,0,7.433333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725305,CMOORE45,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,0,0,295.85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.933333,1,118.383334,3,168.533333,3
TTL Full Service Consumer,50002725305,CMOORE45,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,3,3,1,1,0,0,11,20,2971.850006,162,39.689566,25,20.652839,17,12.762389,6,6.274338,2,0,0,2,2,1,1,722.000004,26,675.450001,36,422.616667,31
TTL Full Service Consumer,50002725305,CMOORE45,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,6,6,1,1,0,0,5,20,2663.466664,152,24.201713,14,13.210981,10,10.990732,4,0,0,0,0,0,0,0,0,103.416666,11,136.899999,4,195.383333,11
TTL Full Service Consumer,50002725305,CMOORE45,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,1,1,1,1,156.22,180.93,0,0,305.750001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725308,RMANGRU,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,0,0,0,0,0,0,0,0,252.483334,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.516667,2,24.116667,2,204.85,10
TTL Assisted Consumer,50002725308,RMANGRU,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,0,0,23.316667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.966667,1,11.35,2,0,0
TTL Assisted Consumer,50002725308,RMANGRU,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,8.48,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725308,RMANGRU,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,2,2,0,0,0,0,4,8,2313.800004,90,34.959772,11,13.336374,8,21.623398,3,0,0,0,0,1,1,0,0,267.05,11,327.016667,13,295.983333,9
TTL Full Service Consumer,50002725308,RMANGRU,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,2,6,942.149998,44,18.529298,4,15.731738,3,2.79756,1,0,0,0,0,0,0,0,0,47.85,3,56.583333,3,72.4,3
TTL Full Service Consumer,50002725308,RMANGRU,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,61.07,70.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725310,CCHAVEZ6,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,0,0,0,0,0,0,0,0,479.049999,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,1,167.633332,8,286.95,7
TTL Assisted Consumer,50002725310,CCHAVEZ6,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,0,0,32.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,1
TTL Assisted Consumer,50002725310,CCHAVEZ6,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,11.9,15.13,0,0,39.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725310,CCHAVEZ6,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,2,2,1,1,0,0,13,27,1809.966664,115,31.013252,18,13.46295,12,6.862977,3,10.687325,3,0,0,0,0,0,0,83.366667,8,40.033333,5,6.35,2
TTL Full Service Consumer,50002725310,CCHAVEZ6,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,1,5,0,0,0,0,5,14,1426.516668,78,24.165562,19,11.120507,13,4.065716,2,7.442732,3,0,0,0,1,0,0,164.766667,9,251.433335,20,267.683333,14
TTL Full Service Consumer,50002725310,CCHAVEZ6,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,76.02,101.23,0,0,130.700001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725337,NAGUILAR2,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,14.47,16.59,0,0,94.416667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725337,NAGUILAR2,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,3,4,4,4,0,0,0,0,1107.483335,42,0,0,0,0,0,0,0,0,0,0,2,2,1,2,25.316667,1,344.266667,16,733.133334,24
TTL Assisted Consumer,50002725337,NAGUILAR2,INTUIT,Tax Associate,PL2,PL2,New Hire,New,0,0,0,0,0,0,0,0,356.999999,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,1,210.333333,5,7.383333,1
TTL Full Service Consumer,50002725337,NAGUILAR2,INTUIT,Tax Associate,PL2,PL2,New Hire,New,0,3,0,1,0,0,5,8,628.349999,26,23.813845,6,6.453657,2,13.644472,3,3.715716,1,0,0,1,1,0,0,11.783333,1,188.116666,8,0,0
TTL Full Service Consumer,50002725337,NAGUILAR2,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,2,3,1,1,0,0,4,6,829.583333,21,29.225458,4,0.699629,1,28.525829,3,0,0,0,0,1,1,1,1,0,0,350.95,6,94.95,5
TTL Full Service Consumer,50002725337,NAGUILAR2,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,22.83,26.46,0,0,1.883333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725338,BZIMMERMANN1,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,2,6,4,6,0,0,0,0,753.049999,27,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,176.533333,9,563.533333,17
TTL Assisted Consumer,50002725338,BZIMMERMANN1,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,19.84,23.45,0,0,61.616666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725338,BZIMMERMANN1,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,1,1,1,1,0,0,0,0,110.466666,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,2,0,0,36.733333,1
TTL Full Service Consumer,50002725338,BZIMMERMANN1,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,1,1,0,0,0,0,1,6,1520.466666,41,12.187732,3,12.187732,3,0,0,0,0,0,0,0,0,0,0,34.283333,1,23.15,5,30.5,2
TTL Full Service Consumer,50002725338,BZIMMERMANN1,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,1,1,0,0,0,0,8,8,4459.48333,83,41.681821,14,23.549542,9,10.18858,4,7.943699,1,0,0,1,1,0,0,119.233333,7,2616.699998,22,523.416668,20
TTL Full Service Consumer,50002725338,BZIMMERMANN1,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,1,1,0,0,54.65,62.15,0,0,173.15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725340,CBROWN72,INTUIT,Tax Associate,PL3,PL3,New Hire,Returning,0,0,0,0,0,0,0,0,2225.683331,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.45,5,296.633333,9,1730.783331,61
TTL Assisted Consumer,50002725340,CBROWN72,INTUIT,Tax Associate,PL3,PL3,New Hire,Unknown,0,0,0,0,49.26,60.61,0,0,15.900001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725340,CBROWN72,INTUIT,Tax Associate,PL3,PL3,New Hire,New,0,0,0,0,0,0,0,0,479.933334,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.366667,1,88.366667,3,296.866667,11
TTL Full Service Consumer,50002725340,CBROWN72,INTUIT,Tax Associate,PL3,PL3,New Hire,Returning,0,2,0,1,0,0,8,10,2359.750001,38,39.038492,9,1.106073,1,25.558102,4,12.374317,4,0,0,0,0,0,0,125.35,3,302.816666,5,280.450001,8
TTL Full Service Consumer,50002725340,CBROWN72,INTUIT,Tax Associate,PL3,PL3,New Hire,New,0,0,0,0,0,0,2,4,839.7,18,11.085123,2,0,0,0,0,11.085123,2,0,0,0,0,0,0,168.916667,1,0,0,28.366667,1
TTL Full Service Consumer,50002725340,CBROWN72,INTUIT,Tax Associate,PL3,PL3,New Hire,Unknown,0,0,0,0,23.85,27.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725341,CFISK,INTUIT,Tax Specialist,PL2,PL2,New Hire,Returning,3,5,4,5,0,0,0,0,1872.249997,59,0,0,0,0,0,0,0,0,0,0,1,1,2,4,135.099999,6,346.433333,11,1390.716665,42
TTL Assisted Consumer,50002725341,CFISK,INTUIT,Tax Specialist,PL2,PL2,New Hire,Unknown,0,0,0,0,45.89,55.41,0,0,176.683333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725341,CFISK,INTUIT,Tax Specialist,PL2,PL2,New Hire,New,0,0,0,0,0,0,0,0,155.399999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.116666,3,9.866666,2,118.416667,4
TTL Full Service Consumer,50002725341,CFISK,INTUIT,Tax Specialist,PL2,PL2,New Hire,New,0,0,0,0,0,0,0,1,479.533334,29,4.960347,1,0,0,0,0,4.960347,1,0,0,0,0,0,0,27.333333,3,0,0,28.833333,3
TTL Full Service Consumer,50002725341,CFISK,INTUIT,Tax Specialist,PL2,PL2,New Hire,Returning,0,2,1,2,0,0,4,5,1360.133333,76,14.44058,8,2.870193,2,9.059118,5,2.511269,1,0,0,0,0,0,2,64.383334,9,497.799999,20,339.466668,23
TTL Full Service Consumer,50002725341,CFISK,INTUIT,Tax Specialist,PL2,PL2,New Hire,Unknown,0,0,0,0,47.77,57.86,0,0,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725342,SMASSENGILL,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,0,0,0,0,0,0,0,0,267.449999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725342,SMASSENGILL,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,7.79,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725342,SMASSENGILL,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,0,0,0,0,0,0,0,2,481.916666,8,3.642593,1,0,0,3.642593,1,0,0,0,0,0,0,0,0,3,1,0,0,24.083333,1
TTL Assisted Consumer,50002725343,LROSARIO,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,5,7,6,7,0,0,0,0,1201.166667,43,0,0,0,0,0,0,0,0,1,1,2,4,2,2,62.483333,3,661.316667,20,477.366667,20
TTL Assisted Consumer,50002725343,LROSARIO,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,31.64,40.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002725343,LROSARIO,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,1,1,1,1,0,0,0,0,313.600002,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,127.666667,5,61.283334,3,124.650001,3
TTL Full Service Consumer,50002725343,LROSARIO,INTUIT,Tax Specialist,PL1,PL1,New Hire,Returning,11,12,3,3,0,0,10,27,3347.450004,211,33.811936,28,28.597461,24,5.214475,4,0,0,1,1,4,4,1,1,248.083334,20,890.100002,51,603.8,29
TTL Full Service Consumer,50002725343,LROSARIO,INTUIT,Tax Specialist,PL1,PL1,New Hire,Unknown,0,0,0,0,200.04,240.92,0,0,494.766666,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725343,LROSARIO,INTUIT,Tax Specialist,PL1,PL1,New Hire,New,13,15,3,7,0,0,17,52,3291.216666,213,36.589631,19,28.44229,16,8.147341,3,0,0,1,1,1,2,1,2,355.883334,24,209.449999,14,156.666666,10
TTL Assisted Consumer,50002725403,DBRERETON,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,2,4,3,4,0,0,0,0,1115.816668,41,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,354.95,18,695.550001,20
TTL Assisted Consumer,50002725403,DBRERETON,INTUIT,Tax Associate,PL2,PL2,New Hire,New,0,1,1,1,0,0,0,0,905.033334,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.266667,1,317.866666,9,300.433334,8
TTL Assisted Consumer,50002725403,DBRERETON,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,19.99,22.81,0,0,181.433333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725403,DBRERETON,INTUIT,Tax Associate,PL2,PL2,New Hire,Returning,-1,1,0,1,0,0,18,21,1575.850002,65,50.614164,17,5.376758,3,21.399961,8,23.837445,6,0,0,0,0,-1,1,119.349999,5,441.466666,15,238.950001,9
TTL Full Service Consumer,50002725403,DBRERETON,INTUIT,Tax Associate,PL2,PL2,New Hire,Unknown,0,0,0,0,53.57,58.44,0,0,146.816666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002725403,DBRERETON,INTUIT,Tax Associate,PL2,PL2,New Hire,New,-1,1,0,0,0,0,6,8,563.433335,37,19.224886,7,5.094871,3,3.995007,2,10.135008,2,0,0,0,0,0,0,18.666667,1,67,3,36.566667,4
